2025-10-08 04:43:17,"Gyro: -22,305,-31"
2025-10-08 04:43:21,"Gyro: 44,276,-56"
2025-10-08 04:44:17,"{'flex': [967.0, 1040.0, 747.0, 768.0, 720.0], 'accel': [-3432.0, 208.0, 15980.0], 'gyro': [2.0, 273.0, -18.0]}"
2025-10-08 04:44:18,"{'flex': [976.0, 1040.0, 745.0, 767.0, 154.0], 'accel': [-3376.0, 84.0, 16088.0], 'gyro': [20.0, 320.0, -24.0]}"
2025-10-08 04:44:20,"{'flex': [976.0, 1040.0, 743.0, 773.0, 155.0], 'accel': [-3396.0, 176.0, 15940.0], 'gyro': [-30.0, 313.0, -7.0]}"
